threshold,false_positives,fp_per_scan,true_positives,sensitivity
0.0023388892877846956,173,1.9885057471264367,98,1.0
0.0023270072415471077,174,2.0,98,1.0
0.002272941404953599,175,2.0114942528735633,98,1.0
0.0022672228515148163,176,2.0229885057471266,98,1.0
0.002266733208671212,177,2.0344827586206895,98,1.0
0.0022579128853976727,178,2.045977011494253,98,1.0
0.0022117821499705315,179,2.057471264367816,98,1.0
0.0022044177167117596,180,2.0689655172413794,98,1.0
0.002202517818659544,181,2.0804597701149423,98,1.0
0.002173386514186859,182,2.0919540229885056,98,1.0
0.002148990286514163,183,2.103448275862069,98,1.0
0.002108018146827817,184,2.1149425287356323,98,1.0
0.002072845818474889,185,2.1264367816091956,98,1.0
0.0020563448779284954,186,2.1379310344827585,98,1.0
0.0020557392854243517,187,2.1494252873563218,98,1.0
0.0020529483444988728,188,2.160919540229885,98,1.0
0.002046040492132306,189,2.1724137931034484,98,1.0
0.0020369687117636204,190,2.1839080459770117,98,1.0
0.002030700910836458,191,2.1954022988505746,98,1.0
0.0019964391831308603,192,2.206896551724138,98,1.0
0.0019774495158344507,193,2.218390804597701,98,1.0
0.0019731938373297453,194,2.2298850574712645,98,1.0
0.00197305204346776,195,2.2413793103448274,98,1.0
0.0019564060494303703,196,2.2528735632183907,98,1.0
0.0019041706109419465,197,2.264367816091954,98,1.0
0.001895957044325769,198,2.2758620689655173,98,1.0
0.0018848798936232924,199,2.2873563218390807,98,1.0
0.0018784344429150224,200,2.2988505747126435,98,1.0
0.00186943169683218,201,2.310344827586207,98,1.0
0.001860890886746347,202,2.32183908045977,98,1.0
0.0018368057208135724,203,2.3333333333333335,98,1.0
0.001804679399356246,204,2.3448275862068964,98,1.0
0.0017420563381165266,205,2.3563218390804597,98,1.0
0.0016694026999175549,206,2.367816091954023,98,1.0
0.0016519364435225725,207,2.3793103448275863,98,1.0
0.0016416124999523163,208,2.3908045977011496,98,1.0
0.0016398425213992596,209,2.4022988505747125,98,1.0
0.0016363069880753756,210,2.413793103448276,98,1.0
0.001598043367266655,211,2.425287356321839,98,1.0
0.0015944547485560179,212,2.4367816091954024,98,1.0
0.0015847341855987906,213,2.4482758620689653,98,1.0
0.0015764664858579636,214,2.4597701149425286,98,1.0
0.0015692567685618997,215,2.471264367816092,98,1.0
0.001562576275318861,216,2.4827586206896552,98,1.0
0.0015596278244629502,217,2.4942528735632186,98,1.0
0.0015459086280316114,218,2.5057471264367814,98,1.0
0.0015369121683761477,219,2.5172413793103448,98,1.0
0.0015363312559202313,220,2.528735632183908,98,1.0
0.0015232372097671032,221,2.5402298850574714,98,1.0
0.0015134585555642843,222,2.5517241379310347,98,1.0
0.001510717673227191,223,2.5632183908045976,98,1.0
0.0015106205828487873,224,2.574712643678161,98,1.0
0.0014497338561341166,225,2.586206896551724,98,1.0
0.0014425829285755754,226,2.5977011494252875,98,1.0
0.0014407722046598792,227,2.6091954022988504,98,1.0
0.0014122044667601585,228,2.6206896551724137,98,1.0
0.0013951421715319157,229,2.632183908045977,98,1.0
0.001390698249451816,230,2.6436781609195403,98,1.0
0.0013798283180221915,231,2.6551724137931036,98,1.0
0.0013425758806988597,232,2.6666666666666665,98,1.0
0.0013264105655252934,233,2.67816091954023,98,1.0
0.0013246949529275298,234,2.689655172413793,98,1.0
0.0013179145753383636,235,2.7011494252873565,98,1.0
0.001315498724579811,236,2.7126436781609193,98,1.0
0.0012977379374206066,237,2.7241379310344827,98,1.0
0.0012912583770230412,238,2.735632183908046,98,1.0
0.0012906809570267797,239,2.7471264367816093,98,1.0
0.001282519195228815,240,2.7586206896551726,98,1.0
0.0012757040094584227,241,2.7701149425287355,98,1.0
0.0012747409055009484,242,2.781609195402299,98,1.0
0.0012699756771326065,243,2.793103448275862,98,1.0
0.0012610633857548237,244,2.8045977011494254,98,1.0
0.0012188083492219448,245,2.8160919540229883,98,1.0
0.0012136462610214949,246,2.8275862068965516,98,1.0
0.001213642186485231,247,2.839080459770115,98,1.0
0.0011989069171249866,248,2.8505747126436782,98,1.0
0.0011977730318903923,249,2.8620689655172415,98,1.0
0.0011954637011513114,250,2.8735632183908044,98,1.0
0.001182408770546317,251,2.8850574712643677,98,1.0
0.0011777494801208377,252,2.896551724137931,98,1.0
0.001175604178570211,253,2.9080459770114944,98,1.0
0.0011692038970068097,254,2.9195402298850577,98,1.0
0.0011632516980171204,255,2.9310344827586206,98,1.0
0.001139599597081542,256,2.942528735632184,98,1.0
0.0011379095958545804,257,2.954022988505747,98,1.0
0.0011184978066012263,258,2.9655172413793105,98,1.0
0.0011113864602521062,259,2.9770114942528734,98,1.0
0.0010966866975650191,260,2.9885057471264367,98,1.0
0.0010852039558812976,261,3.0,98,1.0
